review_id,doi,citation_count,citation_percentile,who_essential,nice_guideline_count,influence_score
CD013284,10.1002/14651858.CD013284.pub2,4,57.48502994011976,False,0,30.618762475049902
CD010779,10.1002/14651858.CD010779.pub2,4,57.48502994011976,False,0,25.02994011976048
CD012967,10.1002/14651858.CD012967.pub2,15,91.81636726546905,False,0,38.762475049900196
CD012445,10.1002/14651858.CD012445.pub2,4,57.48502994011976,False,0,28.243512974051896
CD001431,10.1002/14651858.CD001431.pub6,166,100.0,False,0,42.70459081836327
CD014762,10.1002/14651858.CD014762.pub2,3,49.101796407185624,False,0,21.676646706586826
CD006839,10.1002/14651858.CD006839.pub5,0,9.68063872255489,False,0,4.580838323353293
CD015968,10.1002/14651858.CD015968,2,39.12175648702595,False,0,23.942115768463076
CD013590,10.1002/14651858.CD013590.pub2,2,39.12175648702595,False,0,21.60678642714571
CD012623,10.1002/14651858.CD012623.pub2,8,76.14770459081836,False,0,30.758483033932137
CD011627,10.1002/14651858.CD011627.pub3,0,9.68063872255489,False,0,5.209580838323354
CD006742,10.1002/14651858.CD006742.pub3,1,26.34730538922156,False,0,12.574850299401199
CD015820,10.1002/14651858.CD015820.pub2,0,9.68063872255489,False,0,8.013972055888225
CD015395,10.1002/14651858.CD015395.pub3,14,90.31936127744511,False,0,40.26946107784431
CD013844,10.1002/14651858.CD013844.pub2,4,57.48502994011976,False,0,28.952095808383234
CD001533,10.1002/14651858.CD001533.pub7,14,90.31936127744511,False,0,39.5808383233533
CD010441,10.1002/14651858.CD010441.pub3,0,9.68063872255489,False,0,7.325349301397207
CD014935,10.1002/14651858.CD014935.pub2,1,26.34730538922156,False,0,16.497005988023954
CD015514,10.1002/14651858.CD015514.pub2,4,57.48502994011976,False,0,27.135728542914173
CD015636,10.1002/14651858.CD015636.pub2,27,98.20359281437125,False,0,39.35129740518962
CD015551,10.1002/14651858.CD015551.pub2,2,39.12175648702595,False,0,18.353293413173652
CD011575,10.1002/14651858.CD011575.pub3,4,57.48502994011976,False,0,31.477045908183634
CD014965,10.1002/14651858.CD014965.pub2,4,57.48502994011976,False,0,32.25548902195609
CD004992,10.1002/14651858.CD004992.pub4,8,76.14770459081836,False,0,35.0998003992016
CD013764,10.1002/14651858.CD013764.pub2,1,26.34730538922156,False,0,13.992015968063875
CD015229,10.1002/14651858.CD015229.pub2,1,26.34730538922156,False,0,13.992015968063875
CD013745,10.1002/14651858.CD013745.pub2,1,26.34730538922156,False,0,13.992015968063875
CD002052,10.1002/14651858.CD002052.pub4,0,9.68063872255489,True,0,30.32934131736527
CD013827,10.1002/14651858.CD013827.pub2,5,63.57285429141717,False,0,32.47504990019961
CD012635,10.1002/14651858.CD012635.pub2,3,49.101796407185624,False,0,24.890219560878243
CD013595,10.1002/14651858.CD013595.pub2,6,68.76247504990019,False,0,32.75449101796407
CD009945,10.1002/14651858.CD009945.pub3,2,39.12175648702595,False,0,16.35728542914172
CD012570,10.1002/14651858.CD012570.pub2,2,39.12175648702595,False,0,19.10179640718563
CD009235,10.1002/14651858.CD009235.pub4,1,26.34730538922156,False,0,19.25149700598803
CD008176,10.1002/14651858.CD008176.pub3,13,88.32335329341318,False,0,44.740518962075846
CD005187,10.1002/14651858.CD005187.pub6,1,26.34730538922156,False,0,12.574850299401199
CD014944,10.1002/14651858.CD014944.pub2,1,26.34730538922156,False,0,12.574850299401199
CD006689,10.1002/14651858.CD006689.pub3,2,39.12175648702595,False,0,24.640718562874255
CD000028,10.1002/14651858.CD000028.pub4,0,9.68063872255489,False,0,6.57684630738523
CD001703,10.1002/14651858.CD001703.pub4,1,26.34730538922156,False,0,19.80039920159681
CD015855,10.1002/14651858.CD015855,0,9.68063872255489,False,0,8.013972055888225
CD014678,10.1002/14651858.CD014678.pub2,5,63.57285429141717,False,0,29.57085828343314
CD014585,10.1002/14651858.CD014585.pub2,2,39.12175648702595,False,0,18.353293413173652
CD011851,10.1002/14651858.CD011851.pub3,16,93.21357285429141,False,0,44.6307385229541
CD006404,10.1002/14651858.CD006404.pub5,0,9.68063872255489,False,0,11.996007984031937
CD004925,10.1002/14651858.CD004925.pub4,10,82.83433133732535,False,0,36.58682634730539
CD004904,10.1002/14651858.CD004904.pub4,0,9.68063872255489,False,0,4.580838323353293
CD015387,10.1002/14651858.CD015387.pub2,3,49.101796407185624,False,0,24.281437125748504
CD016001,10.1002/14651858.CD016001,0,9.68063872255489,False,0,12.584830339321359
CD006140,10.1002/14651858.CD006140.pub3,0,9.68063872255489,False,0,12.355289421157686
CD013023,10.1002/14651858.CD013023.pub2,2,39.12175648702595,False,0,17.684630738522955
CD002971,10.1002/14651858.CD002971.pub6,0,9.68063872255489,False,0,11.21756487025948
CD015495,10.1002/14651858.CD015495,6,68.76247504990019,False,0,28.213572854291414
CD012572,10.1002/14651858.CD012572.pub3,5,63.57285429141717,False,0,32.215568862275454
CD012067,10.1002/14651858.CD012067.pub3,0,9.68063872255489,False,0,12.86427145708583
CD002112,10.1002/14651858.CD002112.pub2,0,9.68063872255489,False,0,6.57684630738523
CD013278,10.1002/14651858.CD013278.pub3,4,57.48502994011976,True,0,52.40518962075848
CD015875,10.1002/14651858.CD015875,3,49.101796407185624,False,0,29.3812375249501
CD015219,10.1002/14651858.CD015219.pub2,8,76.14770459081836,True,0,57.80439121756487
CD015588,10.1002/14651858.CD015588.pub2,17,94.61077844311377,False,0,47.74451097804391
CD011841,10.1002/14651858.CD011841.pub3,2,39.12175648702595,False,0,19.10179640718563
CD014624,10.1002/14651858.CD014624.pub2,6,68.76247504990019,False,0,32.75449101796407
CD011806,10.1002/14651858.CD011806.pub2,13,88.32335329341318,False,0,43.45309381237525
CD016002,10.1002/14651858.CD016002,1,26.34730538922156,False,0,19.640718562874255
CD014574,10.1002/14651858.CD014574.pub2,2,39.12175648702595,False,0,25.059880239520957
CD015158,10.1002/14651858.CD015158.pub2,1,26.34730538922156,False,0,19.9500998003992
CD007110,10.1002/14651858.CD007110.pub4,2,39.12175648702595,False,0,16.98602794411178
CD013445,10.1002/14651858.CD013445.pub2,15,91.81636726546905,False,0,46.387225548902194
CD001396,10.1002/14651858.CD001396.pub4,5,63.57285429141717,False,0,33.72255489021957
CD015746,10.1002/14651858.CD015746.pub2,1,26.34730538922156,False,0,11.876247504990022
CD012079,10.1002/14651858.CD012079.pub2,12,86.42714570858283,False,0,43.56287425149701
CD015519,10.1002/14651858.CD015519.pub2,2,39.12175648702595,False,0,20.289421157684632
CD012942,10.1002/14651858.CD012942.pub2,5,63.57285429141717,False,0,31.3872255489022
CD015517,10.1002/14651858.CD015517,1,26.34730538922156,False,0,15.788423153692616
CD015476,10.1002/14651858.CD015476.pub2,0,9.68063872255489,False,0,11.21756487025948
CD004736,10.1002/14651858.CD004736.pub6,14,90.31936127744511,False,0,46.10778443113773
CD014937,10.1002/14651858.CD014937.pub2,3,49.101796407185624,False,0,28.353293413173652
CD003962,10.1002/14651858.CD003962.pub3,13,88.32335329341318,False,0,44.041916167664674
CD006913,10.1002/14651858.CD006913.pub3,3,49.101796407185624,False,0,29.171656686626747
CD015284,10.1002/14651858.CD015284.pub2,2,39.12175648702595,False,0,25.309381237524953
CD007572,10.1002/14651858.CD007572.pub4,2,39.12175648702595,False,0,21.60678642714571
CD015123,10.1002/14651858.CD015123.pub2,0,9.68063872255489,False,0,9.121756487025948
CD015698,10.1002/14651858.CD015698.pub2,1,26.34730538922156,False,0,13.243512974051898
CD008879,10.1002/14651858.CD008879.pub3,12,86.42714570858283,False,0,35.27944111776447
CD015134,10.1002/14651858.CD015134.pub2,10,82.83433133732535,False,0,36.58682634730539
CD014769,10.1002/14651858.CD014769.pub2,4,57.48502994011976,True,0,52.40518962075848
CD010001,10.1002/14651858.CD010001.pub4,1,26.34730538922156,False,0,13.243512974051898
CD015790,10.1002/14651858.CD015790.pub2,0,9.68063872255489,False,0,10.658682634730539
CD001837,10.1002/14651858.CD001837.pub4,14,90.31936127744511,False,0,37.46506986027944
CD002243,10.1002/14651858.CD002243.pub5,0,9.68063872255489,False,0,12.355289421157686
CD015584,10.1002/14651858.CD015584.pub2,1,26.34730538922156,False,0,15.788423153692616
CD015701,10.1002/14651858.CD015701.pub2,0,9.68063872255489,False,0,6.57684630738523
CD015779,10.1002/14651858.CD015779,4,57.48502994011976,False,0,28.243512974051896
CD009752,10.1002/14651858.CD009752.pub3,1,26.34730538922156,True,0,39.42115768463074
CD015122,10.1002/14651858.CD015122.pub2,4,57.48502994011976,False,0,32.17564870259481
CD015066,10.1002/14651858.CD015066.pub2,6,68.76247504990019,False,0,27.804391217564866
CD015060,10.1002/14651858.CD015060.pub2,3,49.101796407185624,False,0,20.97804391217565
CD004667,10.1002/14651858.CD004667.pub6,64,99.8003992015968,False,0,48.21357285429142
CD014964,10.1002/14651858.CD014964.pub2,1,26.34730538922156,False,0,13.992015968063875
CD013707,10.1002/14651858.CD013707.pub2,1,26.34730538922156,False,0,16.497005988023954
CD014541,10.1002/14651858.CD014541.pub2,1,26.34730538922156,False,0,19.9500998003992
CD014872,10.1002/14651858.CD014872.pub2,4,57.48502994011976,False,0,30.339321357285428
CD014852,10.1002/14651858.CD014852.pub2,4,57.48502994011976,False,0,32.405189620758485
CD012532,10.1002/14651858.CD012532.pub2,6,68.76247504990019,False,0,27.804391217564866
CD000547,10.1002/14651858.CD000547.pub3,4,57.48502994011976,False,0,29.451097804391217
CD008873,10.1002/14651858.CD008873.pub5,18,95.50898203592814,False,0,45.54890219560878
CD012925,10.1002/14651858.CD012925.pub2,8,76.14770459081836,False,0,35.0998003992016
CD012609,10.1002/14651858.CD012609.pub2,2,39.12175648702595,False,0,18.353293413173652
CD013038,10.1002/14651858.CD013038.pub3,6,68.76247504990019,False,0,33.46307385229541
CD012997,10.1002/14651858.CD012997.pub3,0,9.68063872255489,False,0,5.209580838323354
CD013729,10.1002/14651858.CD013729.pub2,3,49.101796407185624,False,0,26.097804391217565
CD013773,10.1002/14651858.CD013773.pub2,4,57.48502994011976,False,0,23.702594810379242
CD013774,10.1002/14651858.CD013774.pub2,8,76.14770459081836,False,0,35.70858283433134
CD013377,10.1002/14651858.CD013377.pub2,9,79.84031936127745,False,0,33.97205588822356
CD013474,10.1002/14651858.CD013474.pub2,1,26.34730538922156,False,0,17.884231536926148
CD000478,10.1002/14651858.CD000478.pub5,2,39.12175648702595,False,0,16.98602794411178
CD014941,10.1002/14651858.CD014941.pub2,7,73.05389221556887,False,0,37.70459081836327
CD015252,10.1002/14651858.CD015252.pub2,10,82.83433133732535,False,0,37.77445109780439
CD014923,10.1002/14651858.CD014923.pub2,12,86.42714570858283,False,0,35.90818363273453
CD014617,10.1002/14651858.CD014617.pub3,0,9.68063872255489,False,0,5.209580838323354
CD013821,10.1002/14651858.CD013821.pub2,8,76.14770459081836,False,0,36.417165668662676
CD012429,10.1002/14651858.CD012429.pub2,0,9.68063872255489,False,0,13.053892215568862
CD013344,10.1002/14651858.CD013344.pub2,8,76.14770459081836,False,0,37.80439121756487
CD011670,10.1002/14651858.CD011670.pub3,4,57.48502994011976,False,0,27.135728542914173
CD009022,10.1002/14651858.CD009022.pub4,0,9.68063872255489,False,0,10.658682634730539
CD009531,10.1002/14651858.CD009531.pub3,9,79.84031936127745,False,0,38.72255489021957
CD013055,10.1002/14651858.CD013055.pub3,0,9.68063872255489,False,0,4.171656686626747
CD009244,10.1002/14651858.CD009244.pub3,1,26.34730538922156,False,0,11.876247504990022
CD011305,10.1002/14651858.CD011305.pub3,6,68.76247504990019,False,0,36.21756487025948
CD013468,10.1002/14651858.CD013468.pub2,6,68.76247504990019,False,0,28.213572854291414
CD015101,10.1002/14651858.CD015101,1,26.34730538922156,False,0,11.876247504990022
CD015530,10.1002/14651858.CD015530.pub2,3,49.101796407185624,False,0,24.890219560878243
CD013456,10.1002/14651858.CD013456.pub2,16,93.21357285429141,False,0,44.3313373253493
CD008564,10.1002/14651858.CD008564.pub3,3,49.101796407185624,False,0,25.59880239520958
CD015145,10.1002/14651858.CD015145.pub2,1,26.34730538922156,False,0,18.47305389221557
CD014932,10.1002/14651858.CD014932.pub2,13,88.32335329341318,False,0,38.78243512974052
CD013781,10.1002/14651858.CD013781.pub2,1,26.34730538922156,False,0,19.80039920159681
CD002203,10.1002/14651858.CD002203.pub5,0,9.68063872255489,True,0,33.532934131736525
CD008237,10.1002/14651858.CD008237.pub4,0,9.68063872255489,False,0,7.325349301397207
CD004184,10.1002/14651858.CD004184.pub3,6,68.76247504990019,False,0,32.75449101796407
CD014820,10.1002/14651858.CD014820.pub2,1,26.34730538922156,False,0,15.788423153692616
CD003833,10.1002/14651858.CD003833.pub5,0,9.68063872255489,False,0,6.57684630738523
CD015120,10.1002/14651858.CD015120.pub2,4,57.48502994011976,False,0,23.293413173652695
CD011330,10.1002/14651858.CD011330.pub2,1,26.34730538922156,False,0,13.243512974051898
CD011218,10.1002/14651858.CD011218.pub2,4,57.48502994011976,False,0,24.331337325349303
CD015849,10.1002/14651858.CD015849.pub2,4,57.48502994011976,False,0,32.83433133732535
CD015331,10.1002/14651858.CD015331.pub2,2,39.12175648702595,False,0,25.64870259481038
CD011204,10.1002/14651858.CD011204.pub3,0,9.68063872255489,False,0,9.121756487025948
CD010533,10.1002/14651858.CD010533.pub3,0,9.68063872255489,False,0,7.325349301397207
CD006632,10.1002/14651858.CD006632.pub3,4,57.48502994011976,False,0,29.451097804391217
CD016119,10.1002/14651858.CD016119,2,39.12175648702595,False,0,23.942115768463076
CD012335,10.1002/14651858.CD012335.pub2,0,9.68063872255489,False,0,10.658682634730539
CD003216,10.1002/14651858.CD003216.pub3,18,95.50898203592814,False,0,42.34530938123752
CD013801,10.1002/14651858.CD013801.pub2,0,9.68063872255489,False,0,12.86427145708583
CD015432,10.1002/14651858.CD015432.pub2,5,63.57285429141717,False,0,32.774451097804395
CD015573,10.1002/14651858.CD015573,8,76.14770459081836,False,0,31.167664670658684
CD008973,10.1002/14651858.CD008973.pub3,3,49.101796407185624,False,0,23.78243512974052
CD013331,10.1002/14651858.CD013331.pub2,6,68.76247504990019,False,0,30.209580838323348
CD001552,10.1002/14651858.CD001552.pub3,6,68.76247504990019,False,0,33.46307385229541
CD006185,10.1002/14651858.CD006185.pub6,4,57.48502994011976,False,0,27.135728542914173
CD015448,10.1002/14651858.CD015448.pub2,11,84.83033932135729,False,0,37.38522954091817
CD009730,10.1002/14651858.CD009730.pub3,1,26.34730538922156,False,0,17.884231536926148
CD003129,10.1002/14651858.CD003129.pub2,3,49.101796407185624,False,0,23.093812375249502
CD013342,10.1002/14651858.CD013342.pub2,9,79.84031936127745,False,0,38.39321357285429
CD013294,10.1002/14651858.CD013294.pub2,10,82.83433133732535,True,0,59.92015968063872
CD015462,10.1002/14651858.CD015462.pub2,6,68.76247504990019,True,0,55.439121756487026
CD012886,10.1002/14651858.CD012886.pub3,0,9.68063872255489,False,0,12.584830339321359
CD015084,10.1002/14651858.CD015084.pub2,6,68.76247504990019,False,0,30.209580838323348
CD013166,10.1002/14651858.CD013166.pub3,1,26.34730538922156,False,0,11.876247504990022
CD013853,10.1002/14651858.CD013853.pub2,7,73.05389221556887,False,0,31.926147704590818
CD007837,10.1002/14651858.CD007837.pub3,18,95.50898203592814,False,0,42.34530938123752
CD013059,10.1002/14651858.CD013059.pub2,6,68.76247504990019,False,0,28.842315369261474
CD011793,10.1002/14651858.CD011793.pub3,9,79.84031936127745,False,0,38.982035928143716
CD014920,10.1002/14651858.CD014920.pub2,1,26.34730538922156,False,0,13.243512974051898
CD007130,10.1002/14651858.CD007130.pub5,51,99.60079840319361,False,0,45.79840319361277
CD011800,10.1002/14651858.CD011800.pub2,3,49.101796407185624,False,0,23.093812375249502
CD008771,10.1002/14651858.CD008771.pub3,2,39.12175648702595,False,0,24.361277445109785
CD015140,10.1002/14651858.CD015140.pub2,0,9.68063872255489,False,0,11.806387225548903
CD011060,10.1002/14651858.CD011060.pub2,7,73.05389221556887,False,0,30.558882235528944
CD003214,10.1002/14651858.CD003214.pub4,0,9.68063872255489,True,0,28.013972055888225
CD014891,10.1002/14651858.CD014891.pub2,17,94.61077844311377,False,0,45.778443113772454
